folder_name,file_count,predicted_purpose,buckets,sample_file_1,sample_file_2,sample_file_3,select
917084_Joyce Clarke Closed 6_3_21,1,unknown,other=1,Encircle Report.pdf,,,
917085_Boby Varghese - File closed 5_6_21 per Bob & Russ,3,unknown,"other=2, report=1",VARGHESE-ASBESTOS_Final Draft.pdf,Varghese Abtron report.pdf,encircle report.pdf,
917086_Azan Akaloo - Paid & closed,1,unknown,other=1,Encircle Report.pdf,,,
917087_Eugene Marsh,4,property_appraisal,"other=3, contract=1",Authorization to Perform Services.pdf,Encircle Report.pdf,Intake Form.pdf,
"917088_Marc Cimmino - close file, no claim per Mike 6_8_21",1,unknown,other=1,encircle report.pdf,,,
917089_Labon #2 - claim paid & closed,4,unknown,other=4,11_5_20 Scopes.pdf,Encircle Report.pdf,Intake Form.pdf,
917090_Shaun _Sara O'Reilly - File closed 5_14_21 per BC,2,unknown,other=2,Shaun _Sara O'Reilly Claim 56-BJ-T946-3.pdf,encircle report.pdf,,
917091_David Taylor---------- Filed Depreciation 7-29-21,4,property_appraisal,"other=3, appraisal=1",1_22 Appraisal Letter from Allstate Atty.pdf,6-18-21 LETTER REGARDING BAL AND DEPRECIATION.pdf,TaylorDavid(LtrToInsd01-22-2021).pdf,
"917092_Laurie and Eric Ornstein - File closed 5_11_21 by RVF, paid in full",1,unknown,other=1,encircle report.pdf,,,
917093_Alida E Martinez Pareses,1,unknown,other=1,encircle report.pdf,,,
917094_Frances Barnhill,7,unknown,"other=5, spreadsheet=2",73 ulster ave west babylon (1).docx,BARNHILL P&L.pdf,BARNHILL-REPAIR-ESTIMATE.pdf,
917095_The Piermont claim closed - no coverage,1,unknown,other=1,Encircle Report.pdf,,,
917096_Charles Teufel---CLAIM CLOSED,4,unknown,"other=3, spreadsheet=1",2020-08-25-1954_Final Draft-ems.pdf,2020-11-11-0649_Final Draft (1).pdf,TEUFEL P&L (1).pdf,
917097_Stacey Antos - File closed 6_3_21 - RVF - SCR,11,unknown,"other=7, report=4",ANTOS-ASBESTOS-ABAT_Final Draft.pdf,ANTOS-ECON-PO-PB-STO_Final Draft.pdf,ANTOS-EMS-MITIGATION_Final Draft.pdf,
917100_Jonathan Pokorny,2,unknown,other=2,Client Intake.pdf,Payment Sheets.pdf,,
917102_Denise Johnson - claim paid and closed,3,unknown,other=3,Denise Johnson.pdf,Depreciation Letter NOT SIGNED JUST A COPY.pdf,Hold Harmless Affidavit NOT SIGNED JUST COPY.pdf,
917103_Isolina Lizarraga - file closed,1,unknown,other=1,Isolina Lizarraga.pdf,,,
917104_Gracie L Walker--closed,2,unknown,"other=1, spreadsheet=1",WALKER P&L.pdf,encircle report.pdf,,
917106_Margie Freeman - File Closed - 5_14_21 - RVF_Donna,8,property_appraisal,"other=7, contract=1",8_20_20- Mit Scopes.pdf,8_20_20-rebuild scopes.pdf,Madison Contract.pdf,
917109_Anthony Fortunato-- Cell Number 631-645-4515,1,unknown,other=1,Anthony Fortunato.pdf,,,
917110_Anthony Legotti,1,unknown,report=1,Photos of mold remediation.pdf,,,
917112_Gnj Solutions Inc,17,property_appraisal,"other=12, invoice=2, spreadsheet=2, contract=1",BH Policy.pdf,Berkshire Hathaway Policy.pdf,Checklist.pdf,
917113_Charles_Sharon Goldstein,1,unknown,other=1,Charles-Sharon Goldstein.pdf,,,
917114_Wilfred Wade - file closed,1,unknown,other=1,Wilfred Wade.pdf,,,
917115_Matthew Norman - File paid and closed 5_27_21,2,unknown,other=2,NORMAN-M-EMS-REP_Final Draft- final revised and upgrade.pdf,encircle report.pdf,,
917116_Kathi Moglin - paid & closed,6,unknown,"other=4, spreadsheet=2",MOGLIN MADISON P&L.pdf,MOGLIN PRECISION P&L.pdf,Moglin claim 07-100274 dry cleaning.pdf,
917117_Rene Medrano - paid & closed,12,unknown,"other=9, spreadsheet=2, invoice=1",Content Cleaning.pdf,Elect Invoice.pdf,MEDRANO (3) P&L.pdf,
917118_Christine A & Daughter Sara Lavalle - File paid and closed 5_27_21,2,unknown,other=2,Christine A & Daughter Sara Lavalle.pdf,Scan_20201124.pdf,,
917119_Penelope A Grippo - filed with attorney,1,unknown,other=1,encircle report.pdf,,,
917120_Janet Edwards----CLAIM CLOSED 8-1-21,6,unknown,other=6,Janet Edwards.pdf,MADISON_15_S_33RD_ST_CLN.pdf,MADISON_15_S_33RD_ST_EMS.pdf,
917121_Bruce Koskoff- Recoverable Depreciation received - Claim closes,9,unknown,"other=6, spreadsheet=2, invoice=1",KOSKOFF P&L.pdf,KOSKOFF-ABATEMENT-_Final Draft.pdf,KOSKOFF-REB-REVISE-2_Final Draft.pdf,
917123_Myrtle Sebastian _ Alvin,1,unknown,other=1,97 William street Roosevelt.pdf,,,
917124_Brian and Lisa Strack - File Closed 5_10_21 per BC,12,unknown,"other=8, report=4",Additional Mold Removal Email.pdf,Agreement Addendum - STRACK (1).pdf,MADISON_77_GANNET_MOLD.pdf,
917125_Maurice Livingston - claim paid & file closed,1,unknown,other=1,Maurice Livingston.pdf,,,
"917126_Patricia Barker - close file, claim paid 10_20_20",1,unknown,other=1,Patricia Barker.pdf,,,
917127_Jen Merkle,3,unknown,other=3,DAMAGE PHOTOS.pdf,encircle report.pdf,pdf.pdf,
917128_Anthony Boni - File closed 5_14_21 per RVF,2,unknown,other=2,Anthony Boni.pdf,encircle.pdf,,
917129_Michelle and Patrick Santangelo,1,unknown,other=1,encircle.pdf,,,
917130_Justine Williamson Saunders - File paid and closed 5_28_21,2,unknown,other=2,Notification of EFT Claim Payment - S126624.pdf,encircle report.pdf,,
917132_Lorenzo Curtis Junior,1,unknown,other=1,encircle.pdf,,,
917134_Susan Sassoon----- DEAD DEAL,1,unknown,other=1,Susan Sasoon.pdf,,,
917135_Annette Michaels #2,10,unknown,other=10,Assurant Ltr w Estimate.pdf,Assurant ltr with status.pdf,Client Info.pdf,
917136_Stephen Rodriguez,20,property_appraisal,"other=16, invoice=2, contract=1, report=1",FINAL_DRAFT_DEPREC_CAR. - LIBERTY MUTUAL.pdf,INV # 21-05 Madison Ave. 336 Norfeld BLVD Elmond NY (1).pdf,INVOICE 003(X2) (1).pdf,
917137_Lena_ William Howard,1,unknown,other=1,encircle report.pdf,,,
917138_Donna HasFal,11,unknown,"other=9, spreadsheet=2",Drying Logs For Donna Hasfal.pdf,FINAL_DRAFT_CAR - SEGWICK.pdf,MAD_43_19TH_PB_Final Draft.pdf,
917139_Michael Oppedisano - file closed,1,unknown,other=1,Michael Oppedisano.pdf,,,
917140_Joseph Waskewich Closed as per Bob 6_18_21,7,property_appraisal,"other=6, contract=1",Madison Contracts.pdf,Mountain Valley Estimate.pdf,WASKEWICH-JOSEPH-ASB_Final Draft.pdf,
917141_Christine Mazzurco - collections,2,unknown,other=2,97831-Lien.pdf,encircle report.pdf,,
917142_Mohammed Mohair- Closed -Dead Deal,3,unknown,other=3,MOHAIR_161_LIBERTY_Final Draft.pdf,Mohammed Mohair.pdf,eagle view.pdf,
917144_Kossi Ahouissi,1,unknown,other=1,AHOUISSI_11_GLOCESTE_Final Draft.pdf,,,
917145_Quamar Zaman--DEAD CLAIM,1,unknown,other=1,Quamar Zaman.pdf,,,
917146_Kerry R Lane - File Closed per BC,9,unknown,other=9,Damage Estimate Building - sedgwick.pdf,Kerry Lane Str Cln Revised Estimate - Final.pdf,MAD_127_SUNSET_CONCL_Final Draft.pdf,
917147_Angela Terry,3,unknown,"spreadsheet=2, other=1",40 Foothill Place - Tree Damage - Report 2020_1010.pdf,"40 Foothill Place, Wheatley Heights - Invoice 2020_1010.pdf",encircle.pdf,
917148_John Smalley,4,unknown,"other=3, spreadsheet=1",Inventory.xlsx,Sale#SM194921.PDF,Smalley - Rainbow Scope.pdf,
917149_Cirillo D Tavares,2,unknown,other=2,encircle.pdf,pdf photo report.pdf,,
917150_Carolina Flores Martinez,4,unknown,other=4,MAD_24_SPRUCE_ST1_Final Draft.pdf,MAD_24_SPRUCE_ST_Final Draft.pdf,PHOTOS.pdf,
917152_Sophia Kaltsas #2,8,property_appraisal,"other=7, contract=1",Client Info Sheet.pdf,KALTSAD-PACKBACK_Final Draft (1).pdf,KALTSAS-PACKOUT-STRO_Final Draft (1).pdf,
917153_John & Dara Casselli,11,claim_restoration,"other=7, spreadsheet=3, insurance=1",( DRAFT FROM INSURANCE COMPANY )Casselli.pdf,32-15R384L data.xlsx,32-15R384L photo.pdf,
92 Cranford Blvd,5,unknown,other=5,20240613151351137.pdf,20250113130025244.pdf,20250113130229492.pdf,
921492_Thomas Greco,6,unknown,other=6,Denial.pdf,Greco Letter.pdf,PHOTO REPORT.pdf,
922965_Lyn Consolmagno- claim paid and closed 6_9_21,2,unknown,"other=1, spreadsheet=1",encircle report.pdf,plumbing invoice.pdf,,
923490_Sharon Southard,12,unknown,other=12,MAD_AVE_210_MADISON1_Final Draft.pdf,MAD_AVE_210_MADISON__Final Draft.pdf,MAD_AVE_210_MADI_CON_Final Draft.pdf,
923495_Raquel Cantu,4,unknown,other=4,CANTU_RAQUEL-CONTENT_Final Draft.pdf,CANTU_RAQUEL-REP_Final Draft.pdf,CANTU_RAQUEL_Final Draft-structure.pdf,
923506_Karen Maxwell & Joseph Messina,10,claim_restoration,"other=8, insurance=1, spreadsheet=1",Code Blue Scope.pdf,Insurance estimate.pdf,MAD_68_PORT_AVE_CLN_Final Draft.pdf,
923516_Milton Severino Marsev Opportunity LLC,10,unknown,"other=7, spreadsheet=3",22PRD004051 - Policy Document Pack - Common.pdf,22PRD004051 - Policy Document Pack - Liability.pdf,22PRD004051 - Policy Document Pack - Property.pdf,
925007_Brian Smith,8,unknown,other=8,Brian parise - remodel.pdf,Download.ashx (002).pdf,MAD_17_WATERVIEW_CONCLN.pdf,
925428_Lee & Cheryl Slatky,14,unknown,"other=13, invoice=1",2020-11-09-1523_Final Draft.pdf,Encircle Receipt.pdf,Lee&Cheryl Slatky DOP.pdf,
926112_Olivia Fowora - File Closed on 5_7_21 per BC,8,unknown,other=8,MADISON CON CLN REVISED FINAL ESTIMATE.pdf,MAD_5_BUENA_VISTA_PB_Final Draft- final.pdf,MAD_5_BUENA_VISTA_PO_Final Draft (2) (1).pdf,
928322_Yasmin And Utel Bryan- CLAIM CLOSED,7,unknown,other=7,MAD_64_MAIN_CON.pdf,MAD_64_MAIN_EMS.pdf,MAD_64_MAIN_PB.pdf,
930178_Joseph Santiago - paid & closed,10,property_appraisal,"other=9, contract=1",Client Info Sheets.pdf,Contents Cl Estimate MAD.pdf,Email from Adjuster.pdf,
930262_Tanya Harris - Paid & closed,7,unknown,other=7,MAD_14_ARMELL_CONCLN_Final Draft.pdf,MAD_14_ARMELL_EMS_3_Final Draft.pdf,MAD_14_ARMELL_PB_3_Final Draft.pdf,
"931532_Jason Bass - close file, company denied per Mike 6_8_21",6,unknown,other=6,MAD_176_N_24_CONCLN.pdf,MAD_176_N_24_PB.pdf,MAD_176_N_24_PO.pdf,
932740_Kerry Spillman,11,unknown,"spreadsheet=7, other=3, report=1",Finish work photo doc.pdf,PHOTO REPORT.pdf,Photo Report during inspection on 1_21.pdf,
934483_Jennifer Roselle Cuoco,15,property_appraisal,"other=12, spreadsheet=2, contract=1",0608409496.pdf,Allstate Policy (1).pdf,Allstate Policy.pdf,
934582_John Broglia,9,property_appraisal,"other=7, contract=1, spreadsheet=1",Adjuster emails 11.24.pdf,BROGLIA-PACK-BACK_Final Draft.pdf,BROGLIA-PACK-OUT_Final Draft.pdf,
937191_Count Edwards,9,property_appraisal,"other=7, contract=1, spreadsheet=1",COUNT EDWARDS P&L.pdf,Client Info.pdf,EDWARD-COUNT-REP_Final Draft.pdf,
940383_Sharon Southard,12,unknown,"other=9, invoice=2, spreadsheet=1",MAD_AVE_210_CONCL_FIRE.pdf,MAD_AVE_210_MAD_EMS_FIRE.pdf,MAD_AVE_210_PB_FIRE.pdf,
"941341_Edward A Wagner - paid, claim closed",7,property_appraisal,"other=4, spreadsheet=2, contract=1",20210713133238718.pdf,Client Info Sheets.pdf,Madison Contracts.pdf,
942067_Maria Ray,3,claim_restoration,"other=2, insurance=1",Insurance repair estimate.pdf,Photos for adjuster.pdf,encircle.pdf,
942802_Paula Ramirez - collections,6,unknown,other=6,RAMIREZ-PAULA-CONT_Final Draft.pdf,RAMIREZ-PAULA-POSTOR_Final Draft.pdf,RAMIREZ-PAULA-REP_Final Draft.pdf,
943078_Joyce Jos,16,claim_restoration,"other=11, invoice=2, contract=1, insurance=1, spreadsheet=1",4 Colonial Court - Smoke Damage Report 2021_0119.pdf,"4 Colonial Court, East Northport - Invoice 2021_0119.pdf",Inventory list Insurance company provided.pdf,
944738_John Giammarino,13,property_appraisal,"other=7, spreadsheet=3, report=2, contract=1",ASBESTOS TESTING.pdf,Client Info.pdf,Encircle.pdf,
947438_Lambrene Dimos,5,unknown,other=5,Authorization.pdf,DIMOS PHOTO REPORT.pdf,DIMOS-REPAIRS_Final Draft.pdf,
947718_Thomas & Nikisha Hardy - paid & closed,1,unknown,other=1,encircle.pdf,,,
948068_Dorothy Judge,8,unknown,other=8,JUDGE-PACKBACK-EST_Final Draft.pdf,JUDGE-PACKOUTSTORAGE_Final Draft.pdf,JUDGE-REPAIR-EST_Final Draft (1).pdf,
948927_Matthew Johnson - Claim denied,10,unknown,other=10,LPA_51_BROWNING_DR_PB.pdf,LPA_51_BROWNING_DR_PO.pdf,LPA_51_BROWNING_DR_RB.pdf,
948967_Ed Serling,6,unknown,other=6,MAD_40_ONTARIO_CONCL.pdf,MAD_40_ONTARIO_EMS.pdf,MAD_40_ONTARIO_PB.pdf,
950212_Walter Edwards - claim closed - withdrawn by client,5,unknown,"other=3, invoice=1, spreadsheet=1",Glassinvoice.docx,Retainer.pdf,WALTER EDWARDS CLAIM # 3216G136F.pdf,
950492_Steven Feldman,6,unknown,"other=5, spreadsheet=1",INVENTORY LIST.xlsx,Narragansett Bay Claim checks.pdf,PHOTOS - steven feldman .pdf,
950632_Gary Saporta,15,unknown,"other=10, spreadsheet=3, report=2",2020-12-14 07-35.pdf,ACV Settlement Letter with POL-- draft-6-24-20.pdf,ASBESTOS-ABA_Final Draft - madison ave .pdf,
951624_Daniel Ackerson,5,unknown,other=5,Ackersonphotospuffback--Sent to adjuster (1).pdf,Danial Akerson Photo Report - Mountain Valley #200536628 - Landmark _ Distinctive.pdf,Daniel Atkerson Puff Back.pdf,
952495_Earnest & Maude Jackson,3,unknown,"other=2, report=1",Encircle.pdf,Jackson Roof Inspection (1).pdf,partial denial roof Jackson Maude 32-14J1-92X (002) (1).docx,
954483_Douglas Santos,10,unknown,"other=9, spreadsheet=1",32 15W6 91W - Santos.docx,Copy of Plumber repair invoice for boiler.pdf,Douglas Santos Client Packet.pdf,
954876_Peter Lobello,1,unknown,other=1,Encircle.pdf,,,
957174_David Lowry,7,unknown,"other=6, spreadsheet=1",LPA_16_BIRCH_PB.pdf,LPA_16_BIRCH_PO.pdf,LPA_16_BIRCH_RB.pdf,
"957736_Bruce NewKirk _ Fisher - paid, closed, refund issued on buyout",4,unknown,"other=3, spreadsheet=1",Bruce Newkirk - client packet .pdf,NON-SALVAGEABLE CONTENTS LIST.xlsx,PHOTO REPORT.pdf,
959010_Matthew Ward,10,unknown,"other=9, spreadsheet=1","EMAILS FROM WARD VIA EMAIL SHOWING FLIGHT ITENERARY, BUDGET RENTAL AND HOTEL RECEIPTS SENT ON 04.02.2021..pdf",LIBERTY MUTUAL DENIAL LETTER MATTHEW WARD.pdf,LPA_38_S_26TH-RB.pdf,
959538_Cesar Caro,1,unknown,other=1,encircle.pdf,,,
960813_Melissa Davidson,8,unknown,"other=7, spreadsheet=1",LPA_44_SCHWAB-RB.pdf,LPA_44_SCHWAB_PB.pdf,LPA_44_SCHWAB_PO.pdf,
960916_Hallock Nash,2,unknown,"other=1, spreadsheet=1",NON-SALVAGEABLE LIST - INVENTORY.xlsx,encircle.pdf,,
962676_Sanjay Patel - paid & closed,12,unknown,"other=11, spreadsheet=1",Authorization.pdf,Client Info & Job Worksheet.pdf,LPA_254-15_82ND_RD_PB.pdf,
962888_Judy Addesso-------CLAIM CLOSED------8_1_21,11,unknown,"other=10, spreadsheet=1",Authorization.pdf,Client Info & Job Worksheet.pdf,Encircle.pdf,
963089_Ronnie Scott,12,unknown,"other=10, spreadsheet=2",Authorization.pdf,CC-MADISON.pdf,Client Info & Job Worksheet.pdf,
963112_Dwane & Johnson-CLAIM CLOSED,6,unknown,other=6,Dwayne Johnson-DOP.pdf,Encircle.pdf,JOHNSON-DWANE-EMS_Final Draft.pdf,
965776_Francine Baker--- CLAIM DENIED --- CLAIM CLOSED -- AS PER RUSS,6,unknown,other=6,Baker Info Sheet.pdf,Baker Landmark Retainer.pdf,Baker Madison AZ.pdf,
966967_519 W 23rd St (Building),2,unknown,other=2,encircle.pdf,pdf.pdf,,
967890_Felipe Reyes_Elizabeth Gonzalez,10,unknown,"other=8, spreadsheet=2",LPA_189_CLAYWOOD_RB.pdf,LPA_189_CLAYW_PB.pdf,LPA_189_CLAYW_PO.pdf,
968011_Stacy Antos #2 - File closed - 6_3_21 RVF - SCR,13,unknown,"other=9, report=3, invoice=1",20-12-020.pdf,4-Customer Copy 3819545207.pdf,ANTOS - SUMMARY OF LOSS.pdf,
971471_Stuart Pond,11,property_appraisal,"other=8, contract=1, invoice=1, spreadsheet=1",15 Old Point Rd - Tree Damage Report 2021_0114.pdf,"15 Old Point Rd, East Quogue - Invoice 2021_0114.pdf",NBIC - Tree Removal.pdf,
972139_Diane Walters #2,8,unknown,other=8,CC - Madison ave .pdf,CONCLN - madison ave .pdf,Diane Walter -Madison DOP.pdf,
972412_Jocelyne Augustin Closed 6_3_21 SCR,10,unknown,"other=5, spreadsheet=5",Augustin Coverage Letter from State Farm.pdf,Augustin Docs.pdf,Augustin Retainer.pdf,
974095_Dakota Lovett,2,unknown,other=2,Dakota Lovett - client packet .pdf,encircle.pdf,,
"976265_Tonianne Dilena-close file, claim denied per Mike 6_8_21",6,unknown,other=6,Dilena Client Info.pdf,Dilena Landmark Retainer.pdf,Dilena Madison K.pdf,
977748_Anthony_Deborah Nuzzi,11,property_appraisal,"other=9, contract=1, spreadsheet=1",Encircle.pdf,INVENTORY LIST - NON SALVAGEABLE ITEMS.xlsx,LPA_314_AUBORN-RB (1).pdf,
"977812_Magdalena McNally - file closed, no claim",6,unknown,other=6,McNally Client Info Sheet.pdf,McNally Landmark Retainer.pdf,McNally Madison K.pdf,
978006_Christine Lulenski - claim paid & file closed,7,unknown,"other=6, spreadsheet=1",Client info sheet.pdf,Inventory list - Non Salvageable Items.xlsx,LULENSKI-POPBSTOR_Final Draft.pdf,
98 Hill Court,30,property_appraisal,"other=13, spreadsheet=13, appraisal=3, invoice=1",20220607121057034.pdf,20220627133821156.pdf,20220824100516332.pdf,
98 Kingfisher,16,unknown,"other=13, spreadsheet=2, invoice=1",Disclosure form.pdf,KINGFISHER P&L JAN 2023-JULY 30-ALLSTATE.pdf,98 Kingfisher Policy.pdf,
98 Kingfisher Road,39,property_appraisal,"other=31, invoice=3, permit=2, appraisal=1, report=1, spreadsheet=1",20220926100803823.pdf,20221007151219743.pdf,20221007151315010.pdf,
980343_Luigi Vozza,5,unknown,"spreadsheet=3, other=2",863383-213365 info.xlsx,PHOTO REPORT.pdf,VOZZA P&L.pdf,
982430_Shannel Miller_Selina Miller,1,unknown,other=1,Encircle.pdf,,,
983695_Saarah Velandia,9,unknown,other=9,EVALUATION - INPSECTION - 21 Rose Ave Glencove NY.pdf,Encircle.pdf,Proof of Work.pdf,
984275_Jonathan Rosario,10,property_appraisal,"other=9, contract=1",Encircle.pdf,LPA_25_ROBINSON_ST_PB.pdf,LPA_25_ROBINSON_ST_PO.pdf,
984302_David Smith Kathryn Point Of Contact,9,unknown,"other=7, spreadsheet=2",3-2-21 Landmark withdrawl email.pdf,DAVID SMITH P&L 8_3_21.pdf,Encircle.pdf,
984313_Thelma Powell,14,unknown,"other=13, spreadsheet=1",3-2-21 State Farm letter.pdf,3-28-21 State Farm letter.pdf,Encircle.pdf,
984348_Jeffrey Hirsch,6,property_appraisal,"other=5, contract=1",Encircle.pdf,Hirsch AZ and DTP.pdf,Hirsch Contract.pdf,
984972_Terish_Debbie Mccoy,12,property_appraisal,"other=11, contract=1",Client Information. part 1.pdf,Client information part 2.pdf,Encircle.pdf,
992725_Patricia Mckenna,11,claim_restoration,"other=9, contract=1, insurance=1",Encircle.pdf,LPA_8_LANGLEY_CT_PB.pdf,LPA_8_LANGLEY_CT_PO.pdf,
995635_Charles Fredericks,5,property_appraisal,"other=3, contract=1, spreadsheet=1",Encircle.pdf,Fredericks Authorizations.pdf,Fredericks Contract.pdf,
995884_Anthony North,11,property_appraisal,"other=10, contract=1",ANTHONY NORTH.pdf,Encircle.pdf,Mitigation Photos.pdf,
996841_Andrew Espinoza_Trisha Espinoza - Paid & claim closed,11,property_appraisal,"other=10, contract=1",Espinoza Authorizations.pdf,Espinoza Contract.pdf,Espinoza Info Sheet.pdf,
998725_Brent Tiringer,1,unknown,other=1,encircle.pdf,,,
ABU AHMED,18,property_appraisal,"other=16, contract=2",Abu Ahmed.pdf,Ahmed Contract.pdf,Ahmed Mitigation Estimate.pdf,
ACKERSON,0,unknown,(empty),,,,
ADDESSO,10,unknown,other=10,LPA_71_BROOKES_RD_PB.pdf,LPA_71_BROOKES_RD_PO.pdf,LPA_71_BROOKES_RD_RB.pdf,
"ANNETTE,MICHAEL - 2016 SCHENECTOADY AVE BROOKLYN",14,unknown,"other=8, report=6",ANTOS-ASBESTOS-ABAT_Final Draft.pdf,ANTOS-ECON-PO-PB-STO_Final Draft.pdf,ANTOS-EMS-MITIGATION_Final Draft.pdf,
ANTOS CLAIM 2,10,unknown,other=10,ANTOS-2-CONCLN_Final Draft-revised.pdf,ANTOS-2-CONCLN_Final Draft.pdf,ANTOS-2-STR-CLN_Final Draft-revised.pdf,
"ANTOS, STACEY - 126 JONI DR, W SAYVILLE",12,unknown,"other=6, report=6",ANTOS-ASBESTOS-ABAT_Final Draft.pdf,ANTOS-ECON-PO-PB-STO_Final Draft.pdf,ANTOS-EMS-MITIGATION_Final Draft.pdf,
ANTOS-,8,unknown,"other=6, report=2",ANTOS-ASBESTOS-ABAT_Final Draft-REVISED-2-1821.pdf,ANTOS-REPAIR-ESTIMAT_Final Draft-revised.pdf,cabinet and floor estimate.pdf,
AQ Pros - Alex (Ricardo),29,property_appraisal,"other=20, invoice=8, contract=1",1. Contract for Sign . Com.pdf,3-2-26 checks paid.pdf,4-29-26 payments.pdf,
AR,2,unknown,spreadsheet=2,Outstanding balances 5-19-22.xlsx,Outstanding balances 5-19-22.xlsx,,
ARCHIVE FOLDERS,1,property_appraisal,contract=1,Rivera Client Info and Contracts.pdf,,,
ARCHIVE WORK,14,property_appraisal,"other=13, contract=1",HENRY_BOODIE-BB_FINAL_DRAFT.pdf,Boodie Rebuild Contract_May-2022.pdf,Franklin_BB_.pdf,
Abhijeet Nande - 12 Forest Dr,0,unknown,(empty),,,,
Absestos Estimate - Resto,0,unknown,(empty),,,,
Abu Ahmed,18,property_appraisal,"other=16, contract=2",Abu Ahmed.pdf,Ahmed Contract.pdf,Ahmed Mitigation Estimate.pdf,
Accounting,8,unknown,spreadsheet=8,2023 balances 10-25-23.xlsx,Check template 1.docx,Check template 2.docx,
Accounting - invoices & payments,7,unknown,"invoice=4, other=3",Duro Dyne check payment 1.pdf,Duro Dyne check payment 2.pdf,Duro Dyne initial payment invoice.pdf,
Accounts,2,unknown,other=2,Optimum information.pdf,Optimum information.pdf,,
Accounts Payable,32,unknown,spreadsheet=32,MAC Accounts Payable 8-1 to 8-5.xlsx,MAC Accounts Payable 8-15 to 8-19.xlsx,MAC Accounts Payable 8-22 to 8-26.xlsx,
"Adamkiewicz, Felix",21,property_appraisal,"other=17, contract=2, invoice=1, report=1",Approved State farm estimate.pdf,COC Madison.pdf,Claim Rep Draft.pdf,
Adamkiewicz-23 Mill Dam Road-DSP - 23 Mill Dam Road,0,unknown,(empty),,,,
Additional Items,2,unknown,other=2,Tenant Bath Home Depot Items.pdf,Tenant Bath Lowes Items.pdf,,
Additional Supp Estimate,1,unknown,other=1,RUI-FIGUEIREDO-SUPP_FINAL_DRAFT_CON.pdf,,,
Additional Work,16,unknown,"other=15, spreadsheet=1",BRBARA_BOLEN-BATH-2_FINAL_DRAFT_CON.pdf,BRBARA_BOLEN-BATH-RB_FINAL_DRAFT_CON.pdf,BRBARA_BOLEN-BATH_FINAL_DRAFT_CON.pdf,
Advertising,1,unknown,other=1,Viking Lawn Signs.pdf,,,
Advestment - Lucas,2,unknown,other=2,Advestment x Madison Ave - Real Estate Marketing.pdf,Baseline_Report.pdf,,
Affected Contents Photos,1,unknown,other=1,Affected Contents - Bergin_companycam_report.pdf,,,
Agulnick Release,2,unknown,other=2,General Release for Madison.docx,Settlement Release (4884-9401-2586.1).pdf,,
AirBnb,3,unknown,other=3,AirBnb information.docx,Hampton Bays Airbnb.docx,Rental Cash Flow Analysis - Paraiso Bayviews - CashFlow (1).pdf,
Airbnb Listing - 526 Birch Hollow Dr,0,unknown,(empty),,,,
Airbnb Listing 2 - 613 Bourdois Ave,0,unknown,(empty),,,,
"Akines, Debby",45,property_appraisal,"other=29, spreadsheet=10, contract=3, invoice=2, report=1",28 King Street Soot Report lab Results.pdf,28 King Street Soot Report mold testing.pdf,AKINES ELECTRICAL ESTIMATE.pdf,
Alaimo - 978 Baldwin Path,0,unknown,(empty),,,,
"Alaimo, Sal",3,property_appraisal,"contract=2, other=1",Authorization form - Alaimo.pdf,Madison Contract - Alaimo.pdf,Precision packing Contract - Alaimo.pdf,
Alcolade LLC,5,unknown,other=5,Alcolade LLC - Operating agreement.pdf,Alcolade LLC -- Article of Org (2).pdf,Alcolade LLC -- EIN.pdf,
Alive n Kickin - Ronnie Carpet,1,unknown,other=1,casselli payment 1958.00.pdf,,,
Allen - 5 Fairline Dr,0,unknown,(empty),,,,
Allen Lee,1,claim_restoration,estimate=1,Revised Scope of Work notation.pdf,,,
Allen Reilly - 5 Fairline Drive,0,unknown,(empty),,,,
Allsate Consultants Inc,5,property_appraisal,"other=4, contract=1",20241113153309860.pdf,ALL STATE SHAREHOLDERS AGREEMENT.pdf,ALLSTATE CERTIFICATE OF CORP AND FILING RECEIPT 6-2016.pdf,
Allstate,2,unknown,spreadsheet=2,6-10-24 - 6-15-24.xlsx,6-4-24 - 6-7-24.xlsx,,
Allstate Approved MIT,1,unknown,other=1,Colby Mitigation Response.pdf,,,
Allstate Approved Rebuild,3,unknown,other=3,ANTHONY_LEGOTTI3_FINAL_DRAFT_DEPR_W_FAC_P_ALLST.pdf,Cadet Approved Rebuild.pdf,Cadet updated approved rebuild.pdf,
Allstate Approved Rebuild 3-6-25,1,unknown,other=1,revisedMICHAEL_SUSHKO5_FINAL_DRAFT_DEPR_W_FAC_P_ALLST.pdf,,,
Allstate Approved Rebuild 4-7-25,1,unknown,other=1,DAVID_TAYLOR150_FINAL_DRAFT_DEPR_W_FAC_P_ALLSTsup3.pdf,,,
Allstate Approved estimate 2-11-25,1,unknown,other=1,DAVID_TAYLOR150_FINAL_DRAFT_DEPR_W_FAC_P_ALLST.pdf,,,
Allstate Consultants Invoice,1,unknown,invoice=1,Allstate Consultants Invoice - Brown.pdf,,,
Allstate approved rebuild 3-28-25,1,unknown,other=1,MICHAEL_SUSHKO6_FINAL_DRAFT_DEPR_W_FAC_P_ALLSTsup.pdf,,,
Allstate approved roof estimate,1,unknown,other=1,FINAL_DRAFT_WITH_WITHOUT_REMOVAL_DEPRECIATION_REPORT_1-8-25A.PDF,,,
Allways Electric,2,unknown,other=2,Akines.pdf,Payment for Akines.pdf,,
